# weapon-combos.txt
#
# Vagrant Story weapon combination tables
#
# Lines beginning with "--" identify item types
#
# It is possible for a different combination to result from swapped items.
# For example usually A + B = C but sometimes B + A = D
#
# Taken from Combination Guide
# Author:  Jay Tilton
# Email:  tiltonj@erols.com
# Copyright Jay Tilton, 2000

--Dagger + Dagger
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Battle Knife      |Battle Knife      | Battle Knife      |
War Hammer        |Langdebeve        | Footman's Mace 1H |
War Hammer        |Sabre Mace        | Ball Mace         |
War Hammer        |Footman's Mace 2H | Ball Mace         |
War Hammer        |Gloomwing         | Windlass          |
War Hammer        |Mjolnir           | Trident           |
War Hammer        |Griever           | Cinquedea         |
War Hammer        |Destroyer         | Griever           |
War Hammer        |Hand of Light     | War Hammer        |
Bec de Corbin     |Langdebeve        | Morning Star      |
Bec de Corbin     |Sabre Mace        | Footman's Mace 1H |
Bec de Corbin     |Footman's Mace 2H | Ball Mace         |
Bec de Corbin     |Gloomwing         | Footman's Mace 1H |
Bec de Corbin     |Mjolnir           | Cranequin         |
Bec de Corbin     |Griever           | Awl Pike          |
Bec de Corbin     |Destroyer         | Kris              |
Bec de Corbin     |Hand of Light     | Bec de Corbin     |
War Maul          |Langdebeve        | War Hammer        |
War Maul          |Sabre Mace        | Morning Star      |
War Maul          |Footman's Mace 2H | Footman's Mace 1H |
War Maul          |Gloomwing         | Footman's Mace 1H |
War Maul          |Mjolnir           | Morning Star      |
War Maul          |Griever           | Lug Crossbow      |
War Maul          |Destroyer         | Boar Spear        |
War Maul          |Hand of Light     | War Maul          |

--Mace + Polearm
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Goblin Club       |Spear             | Spear             |
Goblin Club       |Glaive            | Spear             |
Goblin Club       |Scorpion          | Spear             |
Goblin Club       |Corcesca          | Spear             |
Goblin Club       |Trident           | Glaive            |
Goblin Club       |Awl Pike          | Scorpion          |
Goblin Club       |Boar Spear        | Corcesca          |
Goblin Club       |Fauchard          | Trident           |
Goblin Club       |Voulge            | Awl Pike          |
Goblin Club       |Pole Axe          | Boar Spear        |
Goblin Club       |Bardysh           | Fauchard          |
Goblin Club       |Brandestoc        | Voulge            |
Spiked Club       |Spear             | Battle Knife      |
Spiked Club       |Glaive            | Gastraph Bow      |
Spiked Club       |Scorpion          | Spatha            |
Spiked Club       |Corcesca          | Glaive            |
Spiked Club       |Trident           | Glaive            |
Spiked Club       |Awl Pike          | Glaive            |
Spiked Club       |Boar Spear        | Scorpion          |
Spiked Club       |Fauchard          | Corcesca          |
Spiked Club       |Voulge            | Trident           |
Spiked Club       |Pole Axe          | Awl Pike          |
Spiked Club       |Bardysh           | Boar Spear        |
Spiked Club       |Brandestoc        | Fauchard          |
Ball Mace         |Spear             | Goblin Club       |
Ball Mace         |Glaive            | Goblin Club       |
Ball Mace         |Scorpion          | Scramasax         |
Ball Mace         |Corcesca          | Light Crossbow    |
Ball Mace         |Trident           | Scimitar          |
Ball Mace         |Awl Pike          | Scorpion          |
Ball Mace         |Boar Spear        | Scorpion          |
Ball Mace         |Fauchard          | Scorpion          |
Ball Mace         |Voulge            | Corcesca          |
Ball Mace         |Pole Axe          | Trident           |
Ball Mace         |Bardysh           | Awl Pike          |
Ball Mace         |Brandestoc        | Boar Spear        |
Footman's Mace 1H |Spear             | Spiked Club       |
Footman's Mace 1H |Glaive            | Goblin Club       |
Footman's Mace 1H |Scorpion          | Spiked Club       |
Footman's Mace 1H |Corcesca          | Spiked Club       |
Footman's Mace 1H |Trident           | Dirk              |
Footman's Mace 1H |Awl Pike          | Target Bow        |
Footman's Mace 1H |Boar Spear        | Rapier            |
Footman's Mace 1H |Fauchard          | Corcesca          |
Footman's Mace 1H |Voulge            | Corcesca          |
Footman's Mace 1H |Pole Axe          | Trident           |
Footman's Mace 1H |Bardysh           | Trident           |
Footman's Mace 1H |Brandestoc        | Awl Pike          |
Morning Star      |Spear             | Ball Mace         |
Morning Star      |Glaive            | Spiked Club       |
Morning Star      |Scorpion          | Spiked Club       |
Morning Star      |Corcesca          | Spiked Club       |
Morning Star      |Trident           | Ball Mace         |
Morning Star      |Awl Pike          | Ball Mace         |
Morning Star      |Boar Spear        | Throwing Knife    |
Morning Star      |Fauchard          | Windlass          |
Morning Star      |Voulge            | Short Sword       |
Morning Star      |Pole Axe          | Trident           |
Morning Star      |Bardysh           | Trident           |
Morning Star      |Brandestoc        | Trident           |
War Hammer        |Spear             | Footman's Mace 1H |
War Hammer        |Glaive            | Ball Mace         |
War Hammer        |Scorpion          | Ball Mace         |
War Hammer        |Corcesca          | Spiked Club       |
War Hammer        |Trident           | Ball Mace         |
War Hammer        |Awl Pike          | Ball Mace         |
War Hammer        |Boar Spear        | Footman's Mace 1H |
War Hammer        |Fauchard          | Morning Star      |
War Hammer        |Voulge            | Kudi              |
War Hammer        |Pole Axe          | Cranequin         |
War Hammer        |Bardysh           | Firangi           |
War Hammer        |Brandestoc        | Awl Pike          |
Bec de Corbin     |Spear             | Morning Star      |
Bec de Corbin     |Glaive            | Footman's Mace 1H |
Bec de Corbin     |Scorpion          | Footman's Mace 1H |
Bec de Corbin     |Corcesca          | Ball Mace         |
Bec de Corbin     |Trident           | Ball Mace         |
Bec de Corbin     |Awl Pike          | Ball Mace         |
Bec de Corbin     |Boar Spear        | Footman's Mace 1H |
Bec de Corbin     |Fauchard          | Morning Star      |
Bec de Corbin     |Voulge            | Morning Star      |
Bec de Corbin     |Pole Axe          | War Hammer        |
Bec de Corbin     |Bardysh           | Cinquedea         |
Bec de Corbin     |Brandestoc        | Lug Crossbow      |
War Maul          |Spear             | War Hammer        |
War Maul          |Glaive            | Morning Star      |
War Maul          |Scorpion          | Morning Star      |
War Maul          |Corcesca          | Footman's Mace 1H |
War Maul          |Trident           | Footman's Mace 1H |
War Maul          |Awl Pike          | Ball Mace         |
War Maul          |Boar Spear        | Footman's Mace 1H |
War Maul          |Fauchard          | Morning Star      |
War Maul          |Voulge            | Morning Star      |
War Maul          |Pole Axe          | War Hammer        |
War Maul          |Bardysh           | War Hammer        |
War Maul          |Brandestoc        | Bec de Corbin     |

--Mace + Crossbow
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Goblin Club       |Gastraph Bow      | Broad Sword       |
Goblin Club       |Light Crossbow    | Gastraph Bow      |
Goblin Club       |Target Bow        | Gastraph Bow      |
Goblin Club       |Windlass          | Gastraph Bow      |
Goblin Club       |Cranequin         | Light Crossbow    |
Goblin Club       |Lug Crossbow      | Target Bow        |
Goblin Club       |Siege Bow         | Windlass          |
Goblin Club       |Arbalest          | Cranequin         |
Spiked Club       |Gastraph Bow      | Battle Knife      |
Spiked Club       |Light Crossbow    | Norse Sword       |
Spiked Club       |Target Bow        | Light Crossbow    |
Spiked Club       |Windlass          | Light Crossbow    |
Spiked Club       |Cranequin         | Light Crossbow    |
Spiked Club       |Lug Crossbow      | Light Crossbow    |
Spiked Club       |Siege Bow         | Target Bow        |
Spiked Club       |Arbalest          | Windlass          |
Ball Mace         |Gastraph Bow      | Spatha            |
Ball Mace         |Light Crossbow    | Scramasax         |
Ball Mace         |Target Bow        | Katana            |
Ball Mace         |Windlass          | Target Bow        |
Ball Mace         |Cranequin         | Target Bow        |
Ball Mace         |Lug Crossbow      | Target Bow        |
Ball Mace         |Siege Bow         | Target Bow        |
Ball Mace         |Arbalest          | Target Bow        |
Footman's Mace 1H |Gastraph Bow      | Spiked Club       |
Footman's Mace 1H |Light Crossbow    | Scimitar          |
Footman's Mace 1H |Target Bow        | Dirk              |
Footman's Mace 1H |Windlass          | Executioner       |
Footman's Mace 1H |Cranequin         | Windlass          |
Footman's Mace 1H |Lug Crossbow      | Windlass          |
Footman's Mace 1H |Siege Bow         | Windlass          |
Footman's Mace 1H |Arbalest          | Windlass          |
Morning Star      |Gastraph Bow      | Ball Mace         |
Morning Star      |Light Crossbow    | Spiked Club       |
Morning Star      |Target Bow        | Rapier            |
Morning Star      |Windlass          | Throwing Knife    |
Morning Star      |Cranequin         | Claymore          |
Morning Star      |Lug Crossbow      | Cranequin         |
Morning Star      |Siege Bow         | Cranequin         |
Morning Star      |Arbalest          | Cranequin         |
War Hammer        |Gastraph Bow      | Footman's Mace 1H |
War Hammer        |Light Crossbow    | Ball Mace         |
War Hammer        |Target Bow        | Ball Mace         |
War Hammer        |Windlass          | Short Sword       |
War Hammer        |Cranequin         | Kudi              |
War Hammer        |Lug Crossbow      | Schiavona         |
War Hammer        |Siege Bow         | Lug Crossbow      |
War Hammer        |Arbalest          | Lug Crossbow      |
Bec de Corbin     |Gastraph Bow      | Morning Star      |
Bec de Corbin     |Light Crossbow    | Footman's Mace 1H |
Bec de Corbin     |Target Bow        | Ball Mace         |
Bec de Corbin     |Windlass          | Footman's Mace 1H |
Bec de Corbin     |Cranequin         | Firangi           |
Bec de Corbin     |Lug Crossbow      | Cinquedea         |
Bec de Corbin     |Siege Bow         | Bastard Sword     |
Bec de Corbin     |Arbalest          | Siege Bow         |
War Maul          |Gastraph Bow      | War Hammer        |
War Maul          |Light Crossbow    | Morning Star      |
War Maul          |Target Bow        | Footman's Mace 1H |
War Maul          |Windlass          | Footman's Mace 1H |
War Maul          |Cranequin         | Morning Star      |
War Maul          |Lug Crossbow      | Shamshir          |
War Maul          |Siege Bow         | Kris              |
War Maul          |Arbalest          | Nodachi           |

--Great Axe + Great Axe
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Guisarme          |Guisarme          | Guisarme          |
Guisarme          |Large Crescent    | Guisarme          |
Guisarme          |Sabre Halberd     | Sabre Halberd     |
Guisarme          |Balbriggan        | Large Crescent    |
Guisarme          |Double Blade      | Sabre Halberd     |
Guisarme          |Halberd           | Balbriggan        |
Large Crescent    |Large Crescent    | Large Crescent    |
Large Crescent    |Sabre Halberd     |+Balbriggan        |
Large Crescent    |Balbriggan        | Sabre Halberd     |
Large Crescent    |Double Blade      | Large Crescent    |
Large Crescent    |Halberd           | Sabre Halberd     |
Sabre Halberd     |Sabre Halberd     | Sabre Halberd     |
Sabre Halberd     |Balbriggan        |+Double Blade      |
Sabre Halberd     |Double Blade      | Balbriggan        |
Sabre Halberd     |Halberd           | Sabre Halberd     |-Large Crescent
Balbriggan        |Balbriggan        | Balbriggan        |
Balbriggan        |Double Blade      |-Guisarme          |
Balbriggan        |Halberd           | Double Blade      |
Double Blade      |Double Blade      |+Halberd           |
Double Blade      |Halberd           |-Guisarme          |
Halberd           |Halberd           | Halberd           |

--Great Axe + Staff
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Guisarme          |Wizard Staff      | Sabre Mace        |
Guisarme          |Clergy Rod        | Gastraph Bow      |
Guisarme          |Summoner Baton    | Clergy Rod        |
Guisarme          |Shamanic Staff    | Summoner Baton    |
Guisarme          |Bishop's Crosier  | Shamanic Staff    |
Guisarme          |Sage's Cane       | Bishop's Crosier  |
Large Crescent    |Wizard Staff      | Gastraph Bow      | Spear
Large Crescent    |Clergy Rod        | Footman's Mace 2H |
Large Crescent    |Summoner Baton    | Light Crossbow    |
Large Crescent    |Shamanic Staff    | Clergy Rod        |
Large Crescent    |Bishop's Crosier  | Summoner Baton    |
Large Crescent    |Sage's Cane       | Shamanic Staff    |
Sabre Halberd     |Wizard Staff      | Guisarme          |
Sabre Halberd     |Clergy Rod        | Glaive            |
Sabre Halberd     |Summoner Baton    | Gloomwing         |
Sabre Halberd     |Shamanic Staff    | Target Bow        |
Sabre Halberd     |Bishop's Crosier  | Summoner Baton    |
Sabre Halberd     |Sage's Cane       | Summoner Baton    |
Balbriggan        |Wizard Staff      | Large Crescent    |
Balbriggan        |Clergy Rod        | Large Crescent    |
Balbriggan        |Summoner Baton    | Scorpion          |
Balbriggan        |Shamanic Staff    | Mjolnir           |
Balbriggan        |Bishop's Crosier  | Windlass          |
Balbriggan        |Sage's Cane       | Shamanic Staff    |
Double Blade      |Wizard Staff      | Sabre Halberd     |
Double Blade      |Clergy Rod        | Large Crescent    |
Double Blade      |Summoner Baton    | Sabre Halberd     |
Double Blade      |Shamanic Staff    | Corcesca          |
Double Blade      |Bishop's Crosier  | Griever           |
Double Blade      |Sage's Cane       | Cranequin         |
Halberd           |Wizard Staff      | Balbriggan        |
Halberd           |Clergy Rod        | Sabre Halberd     |
Halberd           |Summoner Baton    | Sabre Halberd     |
Halberd           |Shamanic Staff    | Balbriggan        |
Halberd           |Bishop's Crosier  | Trident           |
Halberd           |Sage's Cane       | Destroyer         |

--Great Axe + Heavy Mace
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Guisarme          |Langdebeve        | Battle Knife      |
Guisarme          |Sabre Mace        | Sabre Mace        |
Guisarme          |Footman's Mace 2H | Sabre Mace        |
Guisarme          |Gloomwing         | Sabre Mace        |
Guisarme          |Mjolnir           | Footman's Mace 2H |
Guisarme          |Griever           | Gloomwing         |
Guisarme          |Destroyer         | Mjolnir           |
Guisarme          |Hand of Light     | Guisarme          |
Large Crescent    |Langdebeve        | Spear             |
Large Crescent    |Sabre Mace        | Scramasax         |
Large Crescent    |Footman's Mace 2H | Footman's Mace 2H |
Large Crescent    |Gloomwing         | Footman's Mace 2H |
Large Crescent    |Mjolnir           | Footman's Mace 2H |
Large Crescent    |Griever           | Footman's Mace 2H |
Large Crescent    |Destroyer         | Gloomwing         |
Large Crescent    |Hand of Light     | Large Crescent    |
Sabre Halberd     |Langdebeve        | Gastraph Bow      |
Sabre Halberd     |Sabre Mace        | Glaive            |
Sabre Halberd     |Footman's Mace 2H | Dirk              |
Sabre Halberd     |Gloomwing         | Gloomwing         |
Sabre Halberd     |Mjolnir           | Gloomwing         |
Sabre Halberd     |Griever           | Gloomwing         |
Sabre Halberd     |Destroyer         | Gloomwing         |
Sabre Halberd     |Hand of Light     | Sabre Halberd     |
Balbriggan        |Langdebeve        | Large Crescent    |
Balbriggan        |Sabre Mace        | Gastraph Bow      |
Balbriggan        |Footman's Mace 2H | Scorpion          |
Balbriggan        |Gloomwing         | Throwing Knife    |
Balbriggan        |Mjolnir           | Mjolnir           |
Balbriggan        |Griever           | Mjolnir           |
Balbriggan        |Destroyer         | Mjolnir           |
Balbriggan        |Hand of Light     | Balbriggan        |
Double Blade      |Langdebeve        | Sabre Halberd     |
Double Blade      |Sabre Mace        | Large Crescent    |
Double Blade      |Footman's Mace 2H | Target Bow        |
Double Blade      |Gloomwing         | Corcesca          |
Double Blade      |Mjolnir           | Kudi              |
Double Blade      |Griever           | Griever           |
Double Blade      |Destroyer         | Griever           |
Double Blade      |Hand of Light     | Double Blade      |
Halberd           |Langdebeve        | Balbriggan        |
Halberd           |Sabre Mace        | Sabre Halberd     |
Halberd           |Footman's Mace 2H | Sabre Halberd     |
Halberd           |Gloomwing         | Windlass          |
Halberd           |Mjolnir           | Trident           |
Halberd           |Griever           | Cinquedea         |
Halberd           |Destroyer         | Destroyer         |
Halberd           |Hand of Light     | Halberd           |

--Great Axe + Polearm
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Guisarme          |Spear             | Spear             |
Guisarme          |Glaive            | Spear             |
Guisarme          |Scorpion          | Spear             |
Guisarme          |Corcesca          | Spear             |
Guisarme          |Trident           | Glaive            |
Guisarme          |Awl Pike          | Scorpion          |
Guisarme          |Boar Spear        | Corcesca          |
Guisarme          |Fauchard          | Trident           |
Guisarme          |Voulge            | Awl Pike          |
Guisarme          |Pole Axe          | Boar Spear        |
Guisarme          |Bardysh           | Fauchard          |
Guisarme          |Brandestoc        | Voulge            |
Large Crescent    |Spear             | Battle Knife      |
Large Crescent    |Glaive            | Gastraph Bow      |
Large Crescent    |Scorpion          | Spatha            |
Large Crescent    |Corcesca          | Glaive            |
Large Crescent    |Trident           | Glaive            |
Large Crescent    |Awl Pike          | Glaive            |
Large Crescent    |Boar Spear        | Scorpion          |
Large Crescent    |Fauchard          | Corcesca          |
Large Crescent    |Voulge            | Trident           |
Large Crescent    |Pole Axe          | Awl Pike          |
Large Crescent    |Bardysh           | Boar Spear        |
Large Crescent    |Brandestoc        | Fauchard          |
Sabre Halberd     |Spear             | Guisarme          |
Sabre Halberd     |Glaive            | Guisarme          |
Sabre Halberd     |Scorpion          | Scramasax         |
Sabre Halberd     |Corcesca          | Light Crossbow    |
Sabre Halberd     |Trident           | Scimitar          |
Sabre Halberd     |Awl Pike          | Scorpion          |
Sabre Halberd     |Boar Spear        | Scorpion          |
Sabre Halberd     |Fauchard          | Scorpion          |
Sabre Halberd     |Voulge            | Corcesca          |
Sabre Halberd     |Pole Axe          | Trident           |
Sabre Halberd     |Bardysh           | Awl Pike          |
Sabre Halberd     |Brandestoc        | Boar Spear        |
Balbriggan        |Spear             | Large Crescent    |
Balbriggan        |Glaive            | Guisarme          |
Balbriggan        |Scorpion          | Large Crescent    |
Balbriggan        |Corcesca          | Large Crescent    |
Balbriggan        |Trident           | Spatha            | Dirk
Balbriggan        |Awl Pike          | Target Bow        |
Balbriggan        |Boar Spear        | Rapier            |
Balbriggan        |Fauchard          | Corcesca          |
Balbriggan        |Voulge            | Corcesca          |
Balbriggan        |Pole Axe          | Trident           |
Balbriggan        |Bardysh           | Trident           |
Balbriggan        |Brandestoc        | Awl Pike          |
Double Blade      |Spear             | Sabre Halberd     |
Double Blade      |Glaive            | Large Crescent    |
Double Blade      |Scorpion          | Large Crescent    |
Double Blade      |Corcesca          | Large Crescent    |
Double Blade      |Trident           | Sabre Halberd     |
Double Blade      |Awl Pike          | Sabre Halberd     |
Double Blade      |Boar Spear        | Throwing Knife    |
Double Blade      |Fauchard          | Windlass          |
Double Blade      |Voulge            | Short Sword       |
Double Blade      |Pole Axe          | Trident           |
Double Blade      |Bardysh           | Trident           |
Double Blade      |Brandestoc        | Trident           |
Halberd           |Spear             | Balbriggan        |
Halberd           |Glaive            | Sabre Halberd     |
Halberd           |Scorpion          | Large Crescent    | Sabre Halberd
Halberd           |Corcesca          | Large Crescent    |
Halberd           |Trident           | Sabre Halberd     |
Halberd           |Awl Pike          | Sabre Halberd     |
Halberd           |Boar Spear        | Balbriggan        |
Halberd           |Fauchard          | Balbriggan        |
Halberd           |Voulge            | Kudi              |
Halberd           |Pole Axe          | Cranequin         |
Halberd           |Bardysh           | Firangi           |
Halberd           |Brandestoc        | Awl Pike          |

--Great Axe + Crossbow
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Guisarme          |Gastraph Bow      | Spatha            |
Guisarme          |Light Crossbow    | Battle Knife      |
Guisarme          |Target Bow        | Broad Sword       |
Guisarme          |Windlass          | Light Crossbow    |
Guisarme          |Cranequin         | Light Crossbow    |
Guisarme          |Lug Crossbow      | Target Bow        |
Guisarme          |Siege Bow         | Windlass          |
Guisarme          |Arbalest          | Cranequin         |
Large Crescent    |Gastraph Bow      | Guisarme          |
Large Crescent    |Light Crossbow    | Scimitar          |
Large Crescent    |Target Bow        | Scramasax         |
Large Crescent    |Windlass          | Norse Sword       |
Large Crescent    |Cranequin         | Target Bow        |
Large Crescent    |Lug Crossbow      | Target Bow        |
Large Crescent    |Siege Bow         | Target Bow        |
Large Crescent    |Arbalest          | Windlass          |
Sabre Halberd     |Gastraph Bow      | Guisarme          |
Sabre Halberd     |Light Crossbow    | Large Crescent    |
Sabre Halberd     |Target Bow        | Rapier            |
Sabre Halberd     |Windlass          | Dirk              |
Sabre Halberd     |Cranequin         | Katana            |
Sabre Halberd     |Lug Crossbow      | Windlass          |
Sabre Halberd     |Siege Bow         | Windlass          |
Sabre Halberd     |Arbalest          | Windlass          |
Balbriggan        |Gastraph Bow      | Large Crescent    |
Balbriggan        |Light Crossbow    | Large Crescent    |
Balbriggan        |Target Bow        | Sabre Halberd     |
Balbriggan        |Windlass          | Short Sword       |
Balbriggan        |Cranequin         | Throwing Knife    |
Balbriggan        |Lug Crossbow      | Executioner       |
Balbriggan        |Siege Bow         | Cranequin         |
Balbriggan        |Arbalest          | Cranequin         |
Double Blade      |Gastraph Bow      | Sabre Halberd     |
Double Blade      |Light Crossbow    | Large Crescent    |
Double Blade      |Target Bow        | Sabre Halberd     |
Double Blade      |Windlass          | Balbriggan        |
Double Blade      |Cranequin         | Firangi           |
Double Blade      |Lug Crossbow      | Kudi              |
Double Blade      |Siege Bow         | Claymore          |
Double Blade      |Arbalest          | Lug Crossbow      |
Halberd           |Gastraph Bow      | Balbriggan        |
Halberd           |Light Crossbow    | Sabre Halberd     |
Halberd           |Target Bow        | Sabre Halberd     |
Halberd           |Windlass          | Balbriggan        |
Halberd           |Cranequin         | Double Blade      |
Halberd           |Lug Crossbow      | Shamshir          |
Halberd           |Siege Bow         | Cinquedea         |
Halberd           |Arbalest          | Schiavona         |

--Staff + Staff
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Wizard Staff      |Wizard Staff      | Wizard Staff      |
Wizard Staff      |Clergy Rod        | Wizard Staff      |
Wizard Staff      |Summoner Baton    | Wizard Staff      |
Wizard Staff      |Shamanic Staff    | Clergy Rod        |
Wizard Staff      |Bishop's Crosier  | Summoner Baton    |
Wizard Staff      |Sage's Cane       | Shamanic Staff    |
Clergy Rod        |Clergy Rod        | Clergy Rod        |
Clergy Rod        |Summoner Baton    |+Shamanic Staff    |
Clergy Rod        |Shamanic Staff    | Clergy Rod        |
Clergy Rod        |Bishop's Crosier  | Clergy Rod        |
Clergy Rod        |Sage's Cane       | Summoner Baton    |
Summoner Baton    |Summoner Baton    | Summoner Baton    |
Summoner Baton    |Shamanic Staff    |+Bishop's Crosier  |
Summoner Baton    |Bishop's Crosier  | Bishop's Crosier  |
Summoner Baton    |Sage's Cane       |-Clergy Rod        |
Shamanic Staff    |Shamanic Staff    | Shamanic Staff    |
Shamanic Staff    |Bishop's Crosier  |-Wizard Staff      |
Shamanic Staff    |Sage's Cane       | Shamanic Staff    |
Bishop's Crosier  |Bishop's Crosier  |+Sage's Cane       |
Bishop's Crosier  |Sage's Cane       |-Wizard Staff      |
Sage's Cane       |Sage's Cane       | Sage's Cane       |

--Staff + Heavy Mace
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Wizard Staff      |Langdebeve        | Spear             |
Wizard Staff      |Sabre Mace        | Battle Knife      |
Wizard Staff      |Footman's Mace 2H | Sabre Mace        |
Wizard Staff      |Gloomwing         | Sabre Mace        |
Wizard Staff      |Mjolnir           | Footman's Mace 2H |
Wizard Staff      |Griever           | Gloomwing         |
Wizard Staff      |Destroyer         | Mjolnir           |
Wizard Staff      |Hand of Light     | Wizard Staff      |
Clergy Rod        |Langdebeve        | Gastraph Bow      |
Clergy Rod        |Sabre Mace        | Glaive            |
Clergy Rod        |Footman's Mace 2H | Scramasax         |
Clergy Rod        |Gloomwing         | Footman's Mace 2H |
Clergy Rod        |Mjolnir           | Footman's Mace 2H |
Clergy Rod        |Griever           | Footman's Mace 2H |
Clergy Rod        |Destroyer         | Gloomwing         |
Clergy Rod        |Hand of Light     | Clergy Rod        |
Summoner Baton    |Langdebeve        | Wizard Staff      |
Summoner Baton    |Sabre Mace        | Light Crossbow    |
Summoner Baton    |Footman's Mace 2H | Scorpion          |
Summoner Baton    |Gloomwing         | Dirk              |
Summoner Baton    |Mjolnir           | Gloomwing         |
Summoner Baton    |Griever           | Gloomwing         |
Summoner Baton    |Destroyer         | Gloomwing         |
Summoner Baton    |Hand of Light     | Summoner Baton    |
Shamanic Staff    |Langdebeve        | Clergy Rod        |
Shamanic Staff    |Sabre Mace        | Clergy Rod        |
Shamanic Staff    |Footman's Mace 2H | Target Bow        |
Shamanic Staff    |Gloomwing         | Corcesca          |
Shamanic Staff    |Mjolnir           | Throwing Knife    |
Shamanic Staff    |Griever           | Mjolnir           |
Shamanic Staff    |Destroyer         | Mjolnir           |
Shamanic Staff    |Hand of Light     | Shamanic Staff    |
Bishop's Crosier  |Langdebeve        | Summoner Baton    |
Bishop's Crosier  |Sabre Mace        | Clergy Rod        |
Bishop's Crosier  |Footman's Mace 2H | Summoner Baton    |
Bishop's Crosier  |Gloomwing         | Windlass          |
Bishop's Crosier  |Mjolnir           | Trident           |
Bishop's Crosier  |Griever           | Throwing Knife    |
Bishop's Crosier  |Destroyer         | Griever           |
Bishop's Crosier  |Hand of Light     | Bishop's Crosier  |
Sage's Cane       |Langdebeve        | Shamanic Staff    |
Sage's Cane       |Sabre Mace        | Summoner Baton    |
Sage's Cane       |Footman's Mace 2H | Summoner Baton    |
Sage's Cane       |Gloomwing         | Shamanic Staff    |
Sage's Cane       |Mjolnir           | Cranequin         |
Sage's Cane       |Griever           | Awl Pike          |
Sage's Cane       |Destroyer         | Cinquedea         |
Sage's Cane       |Hand of Light     | Sage's Cane       |

--Staff + Polearm
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Wizard Staff      |Spear             | Battle Knife      |
Wizard Staff      |Glaive            | Gastraph Bow      |
Wizard Staff      |Scorpion          | Spatha            |
Wizard Staff      |Corcesca          | Glaive            |
Wizard Staff      |Trident           | Glaive            |
Wizard Staff      |Awl Pike          | Scorpion          |
Wizard Staff      |Boar Spear        | Corcesca          |
Wizard Staff      |Fauchard          | Trident           |
Wizard Staff      |Voulge            | Awl Pike          |
Wizard Staff      |Pole Axe          | Boar Spear        |
Wizard Staff      |Bardysh           | Fauchard          |
Wizard Staff      |Brandestoc        | Voulge            |
Clergy Rod        |Spear             | Wizard Staff      |
Clergy Rod        |Glaive            | Wizard Staff      |
Clergy Rod        |Scorpion          | Scramasax         |
Clergy Rod        |Corcesca          | Light Crossbow    |
Clergy Rod        |Trident           | Scimitar          |
Clergy Rod        |Awl Pike          | Scorpion          |
Clergy Rod        |Boar Spear        | Scorpion          |
Clergy Rod        |Fauchard          | Corcesca          |
Clergy Rod        |Voulge            | Trident           |
Clergy Rod        |Pole Axe          | Awl Pike          |
Clergy Rod        |Bardysh           | Boar Spear        |
Clergy Rod        |Brandestoc        | Fauchard          |
Summoner Baton    |Spear             | Wizard Staff      |
Summoner Baton    |Glaive            | Wizard Staff      |
Summoner Baton    |Scorpion          | Clergy Rod        |
Summoner Baton    |Corcesca          | Clergy Rod        |
Summoner Baton    |Trident           | Dirk              |
Summoner Baton    |Awl Pike          | Target Bow        |
Summoner Baton    |Boar Spear        | Rapier            |
Summoner Baton    |Fauchard          | Corcesca          |
Summoner Baton    |Voulge            | Corcesca          |
Summoner Baton    |Pole Axe          | Trident           |
Summoner Baton    |Bardysh           | Awl Pike          |
Summoner Baton    |Brandestoc        | Boar Spear        |
Shamanic Staff    |Spear             | Clergy Rod        |
Shamanic Staff    |Glaive            | Clergy Rod        |
Shamanic Staff    |Scorpion          | Clergy Rod        |
Shamanic Staff    |Corcesca          | Clergy Rod        |
Shamanic Staff    |Trident           | Summoner Baton    |
Shamanic Staff    |Awl Pike          | Summoner Baton    |
Shamanic Staff    |Boar Spear        | Throwing Knife    |
Shamanic Staff    |Fauchard          | Windlass          |
Shamanic Staff    |Voulge            | Short Sword       |
Shamanic Staff    |Pole Axe          | Trident           |
Shamanic Staff    |Bardysh           | Trident           |
Shamanic Staff    |Brandestoc        | Awl Pike          |
Bishop's Crosier  |Spear             | Summoner Baton    |
Bishop's Crosier  |Glaive            | Summoner Baton    |
Bishop's Crosier  |Scorpion          | Clergy Rod        |
Bishop's Crosier  |Corcesca          | Clergy Rod        |
Bishop's Crosier  |Trident           | Summoner Baton    |
Bishop's Crosier  |Awl Pike          | Summoner Baton    |
Bishop's Crosier  |Boar Spear        | Shamanic Staff    |
Bishop's Crosier  |Fauchard          | Shamanic Staff    |
Bishop's Crosier  |Voulge            | Kudi              |
